docId,filename,toptopics...
0,lemma_V401_Panikhida.txt,7,0.45518852,1,0.19790871,2,0.1230447,5,0.07072057,0,0.06793135,4,0.03635124,3,0.03413634,6,0.01471858
1,lemma_V402_Glupyi_francuz.txt,3,0.33086013,4,0.13325329,2,0.13261904,5,0.12709464,6,0.10339374,7,0.07454639,0,0.06233823,1,0.03589453
2,lemma_V403_Bliny.txt,3,0.49696995,7,0.11407211,5,0.0952039,2,0.09099807,4,0.07177612,0,0.06564409,6,0.04326662,1,0.02206914
3,lemma_V404_O_brennosti_(Ma.txt,3,0.2820741,2,0.15796538,6,0.13125234,7,0.12810322,1,0.09352531,4,0.08475259,0,0.07124578,5,0.05108129
4,lemma_V405_Persona.txt,7,0.40534982,6,0.18182824,0,0.09758917,5,0.08766713,4,0.0741215,3,0.07309589,2,0.0436549,1,0.03669334
5,lemma_V406_K_svedeniu_muzh.txt,3,0.31578231,4,0.18021234,7,0.12732502,5,0.12269586,0,0.09468277,2,0.06832669,1,0.06056135,6,0.03041366
6,lemma_V407_Rybe_delo_(Gust.txt,6,0.36770005,2,0.18175778,3,0.15970192,7,0.06989489,5,0.06903116,1,0.0601274,0,0.05664398,4,0.03514283
7,lemma_V408_Ivan_Matveich.txt,2,0.42204245,7,0.13353922,5,0.10247757,6,0.09606866,0,0.08796668,3,0.05969152,4,0.05475803,1,0.04345586
8,lemma_V409_Vedma.txt,1,0.52469934,4,0.21960433,2,0.06323197,6,0.04628745,3,0.03840904,5,0.03673281,0,0.03630263,7,0.03473242
9,lemma_V410_Pervyi_debut_(R.txt,4,0.38206597,5,0.2321946,1,0.09525972,7,0.07281462,6,0.06369082,0,0.06243587,2,0.05380204,3,0.03773637
10,lemma_V411_Simulyanty.txt,4,0.34659057,6,0.13499486,3,0.11021747,1,0.10539351,5,0.09442657,0,0.08908536,2,0.06913879,7,0.05015287
11,lemma_V412_U_telefona.txt,2,0.55858997,4,0.10871788,0,0.08253573,5,0.07122666,6,0.06698585,3,0.04967155,7,0.03272538,1,0.02954698
12,lemma_V413_Detvora.txt,2,0.57527708,5,0.09865056,6,0.09740248,4,0.07899719,7,0.05183238,1,0.04353002,3,0.03549703,0,0.01881327
13,lemma_V414_Nalim.txt,2,0.62408349,1,0.097315,0,0.07944901,4,0.06542048,7,0.06389634,5,0.02716103,6,0.02696174,3,0.0157129
14,lemma_V415_Otkrytie.txt,4,0.30247477,3,0.19797916,7,0.13596918,6,0.09432844,1,0.07888839,5,0.06857251,2,0.06093787,0,0.06084968
15,lemma_V416_Samyi_bolshoi_g.txt,1,0.2014651,4,0.19120907,6,0.16877466,2,0.13344785,5,0.10976243,7,0.08612174,3,0.06549759,0,0.04372156
16,lemma_V417_Iz_vospominanii.txt,5,0.23332203,3,0.20543284,6,0.19283884,4,0.14221719,2,0.07102364,7,0.05336582,1,0.0531695,0,0.04863015
17,lemma_V418_Toska.txt,0,0.35302042,1,0.20049111,4,0.14088843,2,0.12377121,5,0.07808378,7,0.04587148,6,0.03909622,3,0.01877735
18,lemma_V419_Perepolokh.txt,2,0.32001776,7,0.14013631,4,0.12485244,0,0.10177891,5,0.10141392,1,0.08921284,6,0.06678728,3,0.05580054
19,lemma_V420_V_apteke.txt,6,0.42403101,4,0.21886275,7,0.11326422,1,0.07211244,2,0.06548669,0,0.04328509,5,0.03880676,3,0.02415104
20,lemma_V421_Beseda_pyanogo_.txt,0,0.24927331,3,0.17136454,4,0.13317627,6,0.13155075,5,0.08362233,2,0.08201007,1,0.07773209,7,0.07127064
21,lemma_V422_Loshadinaya_fam.txt,0,0.47280999,4,0.19512268,2,0.07204512,1,0.07083835,6,0.06584366,7,0.05042836,5,0.04120134,3,0.03171049
22,lemma_V423_Dva_gazetchika_.txt,7,0.45552075,5,0.20625592,3,0.07572777,4,0.07240699,1,0.05590127,6,0.05205401,0,0.04843826,2,0.03369503
23,lemma_V424_Na_chuzhbine.txt,2,0.34570705,5,0.14735653,3,0.13995421,1,0.08879526,7,0.08764792,0,0.07836924,6,0.05657449,4,0.05559529
24,lemma_V425_Psikhopaty_(Sce.txt,5,0.49726051,0,0.09600842,4,0.09573806,2,0.08103122,1,0.08098466,3,0.06227222,6,0.05377141,7,0.03293349
25,lemma_V426_Ryazhenye.txt,7,0.23654506,3,0.16579061,2,0.13401073,6,0.12968489,4,0.11770817,5,0.0915332,1,0.08153687,0,0.04319046
26,lemma_V427_Sapogi.txt,6,0.4953836,4,0.12459617,0,0.11138566,7,0.10324286,5,0.06419068,3,0.03832527,1,0.03178024,2,0.03109551
27,lemma_V428_Ne_sudba.txt,1,0.42047151,5,0.2577874,0,0.10501136,7,0.06145366,6,0.05480964,4,0.0462613,3,0.03512348,2,0.01908165
28,lemma_V429_Anuta.txt,6,0.42128044,4,0.20049773,7,0.10264794,5,0.08235914,2,0.05396455,3,0.05256343,0,0.04342463,1,0.04326214
29,lemma_V430_Neobkhodimoe_pr.txt,4,0.23734093,6,0.14185224,5,0.1254496,3,0.11992021,2,0.10696508,0,0.10678763,7,0.0809076,1,0.08077671
30,lemma_V431_Nechto_sereznoe.txt,3,0.48875741,4,0.09953251,5,0.09908642,7,0.08629655,6,0.06262012,2,0.05874889,0,0.05412505,1,0.05083304
31,lemma_V432_Akterskaya_gibe.txt,1,0.36587309,6,0.18554081,4,0.16800532,5,0.13161907,3,0.05548634,2,0.03585441,0,0.03378251,7,0.02383846
32,lemma_V433_V_vagone_(Razgo.txt,5,0.21700234,7,0.18430643,3,0.16379349,0,0.1508368,6,0.11484341,1,0.08116332,4,0.04608465,2,0.04196956
33,lemma_V434_Myslitel.txt,0,0.34091286,6,0.19967027,2,0.13269432,5,0.11116486,1,0.08663507,7,0.05824523,4,0.04234191,3,0.02833548
34,lemma_V435_Zabludshie.txt,4,0.50957099,5,0.11999905,0,0.10200088,2,0.09454665,1,0.06614094,7,0.04359761,3,0.03718884,6,0.02695504
35,lemma_V436_Eger.txt,0,0.41296517,1,0.23403672,2,0.10159482,5,0.06412388,4,0.05149922,6,0.05048858,7,0.04341471,3,0.04187691
36,lemma_V437_Zloumyshlennik.txt,1,0.48617856,0,0.2143366,2,0.09736755,6,0.0849704,5,0.04463638,3,0.02680204,7,0.02622912,4,0.01947937
37,lemma_V438_ZHenikh_i_papen.txt,3,0.37073868,5,0.22152246,4,0.11842641,0,0.10764101,1,0.08183309,7,0.04444315,6,0.03533422,2,0.02006097
38,lemma_V439_Gost_.txt,4,0.43857139,5,0.23994781,3,0.09331031,7,0.06614116,1,0.05714937,2,0.03842279,6,0.03841931,0,0.02803785
39,lemma_V440_Cinik.txt,5,0.50547588,1,0.15545273,2,0.10787878,4,0.05559236,6,0.05480244,0,0.04140193,7,0.04093808,3,0.03845779
40,lemma_V441_Moya_ona.txt,3,0.21022318,7,0.1735102,5,0.14786532,4,0.13403853,0,0.12239921,2,0.07558847,6,0.07308005,1,0.06329504
41,lemma_V442_Novogodnie_veli.txt,0,0.30816466,4,0.29831633,6,0.11095519,1,0.07067858,7,0.06149203,2,0.05666732,3,0.05077255,5,0.04295334
42,lemma_V443_Kon_i_trepetnay.txt,7,0.20667809,5,0.19381651,4,0.18585047,3,0.11720285,6,0.11271035,2,0.06273393,1,0.06220214,0,0.05880564
43,lemma_V444_Delec.txt,3,0.24939357,6,0.18328575,5,0.13983632,2,0.12636039,7,0.09071965,0,0.07639592,1,0.07018825,4,0.06382015
44,lemma_V445_Utoplennik_(Sce.txt,6,0.385308,2,0.22140787,0,0.09596406,7,0.07835259,5,0.07049774,1,0.06384665,3,0.05045838,4,0.03416471
